Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Year,Outlet_Size,Outlet_Location_Type,OUTLET TYPE,SALES
FDR44,6.11,Regular,0.00%,Fruits and Vegetables,$131.30,OUT010,1998,null,Tier 3,Grocery Store,$260.99
FDP28,13.65,Regular,13.50%,Frozen Foods,$260.09,OUT010,1998,null,Tier 3,Grocery Store,$260.99
FDX15,17.2,Low Fat,15.62%,Meat,$160.66,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,690.53"
FDA39,6.32,LF,0.00%,Meat,$40.28,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,139.18"
FDY24,4.88,Regular,13.37%,Baking Goods,$52.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,995.40"
FDC60,5.425,Regular,11.51%,Baking Goods,$88.35,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,416.82"
FDH28,15.85,Regular,11.00%,Frozen Foods,$37.25,OUT046,1997,Small,Tier 1,Supermarket Type1,$265.65
FDT25,7.5,Low Fat,5.10%,Canned,$121.71,OUT017,2007,null,Tier 2,Supermarket Type1,"$3,552.71"
DRJ13,12.65,Low Fat,6.28%,Soft Drinks,$161.56,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,406.87"
NCO07,null,Low Fat,1.71%,Others,$211.96,OUT019,1985,Small,Tier 1,Grocery Store,$213.06
FDW20,20.75,Low Fat,2.41%,Fruits and Vegetables,$124.17,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,956.15"
DRF27,null,Low Fat,4.98%,Dairy,$152.13,OUT019,1985,Small,Tier 1,Grocery Store,$153.13
FDS49,9,Low Fat,0.00%,Canned,$79.76,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,649.85"
FDX25,null,Low Fat,10.16%,Canned,$181.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,101.30"
NCX42,null,Low Fat,0.59%,Household,$165.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,769.13"
FDG33,null,Regular,13.96%,Seafood,$170.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,435.53"
FDL56,14.1,Low Fat,12.60%,Fruits and Vegetables,$86.42,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,133.86"
FDF14,7.55,Low Fat,2.72%,Canned,$152.33,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,603.28"
NCD06,13,Low Fat,9.93%,Household,$45.41,OUT046,1997,Small,Tier 1,Supermarket Type1,$605.88
DRM47,null,Low Fat,4.36%,Hard Drinks,$192.88,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,293.02"
FDS46,null,Regular,8.27%,Snack Foods,$118.78,OUT019,1985,Small,Tier 1,Grocery Store,$119.18
FDB35,12.3,Regular,6.46%,Starchy Foods,$92.98,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,929.49"
FDX21,null,LF,8.46%,Snack Foods,$109.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,074.63"
NCU05,null,Low Fat,5.85%,Health and Hygiene,$79.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,$241.69
NCR38,17.25,Low Fat,11.37%,Household,$251.37,OUT045,2002,null,Tier 2,Supermarket Type1,"$6,795.15"
NCR18,15.85,Low Fat,2.06%,Household,$42.71,OUT017,2007,null,Tier 2,Supermarket Type1,$639.17
NCU41,18.85,Low Fat,5.20%,Health and Hygiene,$192.18,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,248.44"
FDY56,16.35,Regular,6.28%,Fruits and Vegetables,$227.61,OUT017,2007,null,Tier 2,Supermarket Type1,"$7,222.60"
DRJ51,14.1,Low Fat,8.80%,Dairy,$229.07,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,225.14"
FDK21,7.905,Low Fat,1.00%,Snack Foods,$249.04,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,755.11"
FDY25,12,Low Fat,3.39%,Canned,$179.40,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,440.85"
FDU44,12.15,Regular,5.84%,Fruits and Vegetables,$163.46,OUT035,2004,Small,Tier 2,Supermarket Type1,$974.73
FDL43,10.1,Low Fat,2.71%,Meat,$75.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,$535.97
FDF05,17.5,Low Fat,2.70%,Frozen Foods,$262.49,OUT017,2007,null,Tier 2,Supermarket Type1,"$5,259.82"
DRF15,null,Low Fat,5.82%,Dairy,$152.03,OUT019,1985,Small,Tier 1,Grocery Store,$306.27
FDL20,17.1,Low Fat,12.89%,Fruits and Vegetables,$112.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,779.02"
FDV32,7.785,Low Fat,8.88%,Fruits and Vegetables,$61.45,OUT049,1999,Medium,Tier 1,Supermarket Type1,$759.01
FDJ34,11.8,Regular,9.36%,Snack Foods,$125.97,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,877.56"
FDG08,13.15,Regular,16.57%,Fruits and Vegetables,$171.88,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,779.08"
FDQ04,null,Low Fat,14.84%,Frozen Foods,$41.58,OUT019,1985,Small,Tier 1,Grocery Store,$41.28
FDW13,8.5,Low Fat,9.84%,Canned,$51.13,OUT017,2007,null,Tier 2,Supermarket Type1,$259.66
NCI17,8.645,Low Fat,14.33%,Health and Hygiene,$96.34,OUT013,1987,High,Tier 3,Supermarket Type1,$193.08
FDY03,17.6,Regular,7.63%,Meat,$110.92,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,687.80"
FDS12,9.1,Low Fat,17.51%,Baking Goods,$127.54,OUT017,2007,null,Tier 2,Supermarket Type1,"$4,655.94"
FDJ55,12.8,Regular,2.35%,Meat,$225.94,OUT013,1987,High,Tier 3,Supermarket Type1,"$4,950.89"
DRK01,7.63,Low Fat,6.11%,Soft Drinks,$95.44,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,418.15"
FDG28,9.285,Regular,4.96%,Frozen Foods,$246.41,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,225.07"
FDY38,13.6,Regular,11.94%,Dairy,$231.03,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,359.69"
FDN01,8.895,Low Fat,7.25%,Breakfast,$176.24,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,764.37"
NCR54,16.35,Low Fat,9.05%,Household,$195.21,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,553.34"
FDG29,17.6,Low Fat,5.62%,Frozen Foods,$43.35,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,006.69"
FDG24,7.975,Low Fat,1.46%,Baking Goods,$85.23,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,081.93"
FDG59,15.85,Low Fat,4.35%,Starchy Foods,$36.72,OUT017,2007,null,Tier 2,Supermarket Type1,$308.93
FDM28,15.7,Low Fat,4.52%,Frozen Foods,$178.67,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,516.72"
FDW04,8.985,Regular,5.78%,Frozen Foods,$128.83,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,428.14"
FDS26,20.35,Low Fat,8.94%,Dairy,$260.16,OUT013,1987,High,Tier 3,Supermarket Type1,"$2,093.28"
FDQ56,6.59,Low Fat,10.55%,Fruits and Vegetables,$85.69,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,929.49"
FDK51,19.85,Low Fat,0.52%,Dairy,$264.09,OUT035,2004,Small,Tier 2,Supermarket Type1,"$5,829.74"
FDL22,16.85,Low Fat,3.64%,Snack Foods,$91.45,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,082.62"
FDH19,null,Low Fat,3.29%,Meat,$173.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$7,298.50"
FDY55,16.75,Low Fat,8.13%,Fruits and Vegetables,$256.50,OUT013,1987,High,Tier 3,Supermarket Type1,"$7,452.97"
FDY03,17.6,Regular,7.66%,Meat,$110.52,OUT017,2007,null,Tier 2,Supermarket Type1,$450.08
FDK21,7.905,Low Fat,1.68%,Snack Foods,$250.44,OUT010,1998,null,Tier 3,Grocery Store,$500.68
FDZ10,null,Low Fat,4.42%,Snack Foods,$126.20,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,668.56"
FDZ32,7.785,Regular,3.83%,Fruits and Vegetables,$103.20,OUT018,2009,Medium,Tier 3,Supermarket Type2,$736.37
NCZ18,7.825,Low Fat,18.60%,Household,$253.07,OUT035,2004,Small,Tier 2,Supermarket Type1,"$6,088.08"
NCF07,null,Low Fat,3.19%,Household,$101.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,125.23"
DRE49,20.75,Low Fat,2.14%,Soft Drinks,$153.00,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,277.04"
FDJ08,null,Low Fat,19.38%,Fruits and Vegetables,$190.38,OUT019,1985,Small,Tier 1,Grocery Store,$573.25
FDT39,6.26,Regular,0.99%,Meat,$151.14,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,267.05"
FDE08,18.2,Low Fat,8.26%,Fruits and Vegetables,$147.37,OUT010,1998,null,Tier 3,Grocery Store,$296.95
NCD06,13,Low Fat,9.97%,Household,$46.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,$559.27
FDB57,20.25,Regular,1.88%,Fruits and Vegetables,$222.18,OUT035,2004,Small,Tier 2,Supermarket Type1,"$5,559.43"
NCT54,8.695,Low Fat,11.97%,Household,$95.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,237.72"
DRF49,7.27,Low Fat,7.12%,Soft Drinks,$113.55,OUT045,2002,null,Tier 2,Supermarket Type1,$569.26
FDM25,null,Regular,6.04%,Breakfast,$174.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,866.97"
FDF20,12.85,low fat,3.33%,Fruits and Vegetables,$198.48,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,379.54"
FDH27,7.075,Low Fat,5.86%,Dairy,$142.71,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,869.57"
FDV60,null,Regular,11.68%,Baking Goods,$196.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,499.51"
FDY59,8.195,Low Fat,3.15%,Baking Goods,$94.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,$925.46
FDK36,7.09,Low Fat,0.72%,Baking Goods,$47.90,OUT035,2004,Small,Tier 2,Supermarket Type1,$583.24
NCM31,6.095,Low Fat,8.12%,Others,$141.42,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,418.15"
FDE33,19.35,Regular,4.99%,Fruits and Vegetables,$80.26,OUT017,2007,null,Tier 2,Supermarket Type1,$942.77
FDU36,6.15,Low Fat,4.63%,Baking Goods,$99.34,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,364.92"
FDV13,null,Regular,2.75%,Canned,$87.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,251.77"
FDV20,null,Regular,10.47%,Fruits and Vegetables,$125.27,OUT019,1985,Small,Tier 1,Grocery Store,$254.34
NCQ54,17.7,Low Fat,1.25%,Household,$167.05,OUT035,2004,Small,Tier 2,Supermarket Type1,"$5,895.66"
FDO23,17.85,Low Fat,14.70%,Breads,$93.74,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,134.52"
DRE60,9.395,Low Fat,15.97%,Soft Drinks,$224.97,OUT045,2002,null,Tier 2,Supermarket Type1,"$7,696.65"
DRP47,15.75,Low Fat,14.14%,Hard Drinks,$250.54,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,775.72"
FDB21,7.475,Low Fat,14.88%,Fruits and Vegetables,$241.29,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,317.08"
FDR04,7.075,Low Fat,0.00%,Frozen Foods,$98.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,$874.86
FDX23,6.445,Low Fat,2.97%,Baking Goods,$92.64,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,039.98"
FDX19,19.1,Low Fat,9.67%,Fruits and Vegetables,$235.10,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,038.05"
FDD40,20.25,Regular,1.48%,Dairy,$193.62,OUT035,2004,Small,Tier 2,Supermarket Type1,"$3,848.32"
FDA01,15,Regular,5.44%,Canned,$59.19,OUT046,1997,Small,Tier 1,Supermarket Type1,$527.31
FDS33,6.67,Regular,12.34%,Snack Foods,$89.15,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,390.89"
FDM50,null,Regular,2.99%,Canned,$60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,677.82"
FDB29,16.7,Regular,5.24%,Frozen Foods,$112.72,OUT013,1987,High,Tier 3,Supermarket Type1,$801.62
FDF46,7.07,Low Fat,9.39%,Snack Foods,$115.58,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,267.02"
FDA33,6.48,Low Fat,3.40%,Snack Foods,$148.01,OUT045,2002,null,Tier 2,Supermarket Type1,$886.85
FDC08,19,Regular,17.32%,Fruits and Vegetables,$228.27,OUT010,1998,null,Tier 3,Grocery Store,$452.74
FDB53,13.35,Low Fat,13.97%,Frozen Foods,$147.54,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,877.62"
FDY31,null,Low Fat,4.34%,Fruits and Vegetables,$146.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,414.25"
DRQ35,null,Low Fat,4.21%,Hard Drinks,$122.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,448.91"
FDX36,9.695,Regular,12.85%,Baking Goods,$223.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$4,950.89"
DRD13,15,Low Fat,4.94%,Soft Drinks,$62.62,OUT017,2007,null,Tier 2,Supermarket Type1,$958.75
FDC52,11.15,Regular,0.83%,Dairy,$149.97,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,956.12"
FDB45,20.85,Low Fat,2.14%,Fruits and Vegetables,$103.23,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$2,404.20"
NCK19,9.8,Low Fat,15.14%,Others,$194.35,OUT010,1998,null,Tier 3,Grocery Store,$387.50
FDV51,16.35,Low Fat,3.25%,Meat,$165.08,OUT013,1987,High,Tier 3,Supermarket Type1,$994.71
FDZ35,9.6,Regular,2.23%,Breads,$101.30,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,754.38"
NCW17,null,Low Fat,1.93%,Health and Hygiene,$130.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,340.98"
FDV59,13.35,Low Fat,4.81%,Breads,$216.72,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,918.90"
DRH39,20.7,Low Fat,9.26%,Dairy,$76.37,OUT013,1987,High,Tier 3,Supermarket Type1,$306.27
FDN60,null,Low Fat,9.47%,Baking Goods,$158.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$4,278.43"
FDU55,16.2,Low Fat,3.60%,Fruits and Vegetables,$260.63,OUT045,2002,null,Tier 2,Supermarket Type1,"$4,425.57"
FDN58,null,Regular,5.66%,Snack Foods,$231.00,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$9,267.94"
FDC41,null,Low Fat,20.47%,Frozen Foods,$76.87,OUT019,1985,Small,Tier 1,Grocery Store,$229.70
FDO01,null,Regular,2.06%,Breakfast,$129.40,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,055.99"
NCO43,5.5,Low Fat,4.71%,Others,$101.30,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,339.65"
FDQ07,15.1,Regular,8.76%,Fruits and Vegetables,$221.75,OUT045,2002,null,Tier 2,Supermarket Type1,"$6,410.32"
FDF28,15.7,Regular,3.81%,Frozen Foods,$122.90,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,992.07"
FDM01,7.895,reg,9.51%,Breakfast,$104.43,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,870.93"
FDY49,null,Regular,1.20%,Canned,$164.52,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,807.01"
FDR24,17.35,Regular,6.28%,Baking Goods,$88.18,OUT013,1987,High,Tier 3,Supermarket Type1,$539.30
NCY18,7.285,Low Fat,3.11%,Household,$174.31,OUT013,1987,High,Tier 3,Supermarket Type1,"$4,377.64"
NCY30,20.25,Low Fat,2.60%,Household,$181.00,OUT045,2002,null,Tier 2,Supermarket Type1,"$2,716.46"
FDJ22,null,Low Fat,9.25%,Snack Foods,$190.95,OUT019,1985,Small,Tier 1,Grocery Store,$383.50
DRI37,15.85,Low Fat,10.78%,Soft Drinks,$59.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,$703.08
FDL27,6.17,Low Fat,1.06%,Meat,$66.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,937.48"
NCO30,19.5,Low Fat,1.57%,Household,$182.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,307.69"
NCB07,19.2,Low Fat,7.76%,Household,$197.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,142.58"
FDX25,16.7,Low Fat,0.00%,Canned,$181.23,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,554.01"
FDP59,20.85,Regular,5.67%,Breads,$104.06,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,869.57"
FDR59,14.5,Regular,6.40%,Breads,$260.46,OUT045,2002,null,Tier 2,Supermarket Type1,"$5,494.85"
FDT27,11.395,Regular,6.95%,Meat,$233.16,OUT013,1987,High,Tier 3,Supermarket Type1,"$6,093.40"
DRI01,7.97,Low Fat,3.45%,Soft Drinks,$174.04,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,586.63"
FDU09,7.71,Regular,6.67%,Snack Foods,$55.30,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,255.70"
FDH26,19.25,Regular,3.47%,Canned,$141.75,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,093.34"
FDH27,7.075,Low Fat,5.83%,Dairy,$142.21,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,163.88"
FDN39,null,Regular,6.52%,Meat,$166.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,033.45"
FDH40,11.6,Regular,7.89%,Frozen Foods,$79.93,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,137.19"
FDJ56,null,Low Fat,18.25%,Fruits and Vegetables,$98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,696.49"
DRN47,12.1,Low Fat,1.69%,Hard Drinks,$178.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,$898.83
NCO17,10,Low Fat,7.34%,Health and Hygiene,$118.24,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,756.41"
FDX60,14.35,Low Fat,8.08%,Baking Goods,$81.90,OUT045,2002,null,Tier 2,Supermarket Type1,$878.86
FDT22,10.395,Low Fat,11.23%,Snack Foods,$58.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,$659.14
FDX26,null,Low Fat,15.37%,Dairy,$182.63,OUT019,1985,Small,Tier 1,Grocery Store,$182.43
FDG45,8.1,Low Fat,12.79%,Fruits and Vegetables,$211.49,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,610.63"
FDD44,8.05,Regular,7.84%,Fruits and Vegetables,$256.46,OUT035,2004,Small,Tier 2,Supermarket Type1,"$5,153.29"
FDS15,9.195,Regular,7.85%,Meat,$108.76,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,588.63"
FDL51,20.7,Regular,4.77%,Dairy,$212.59,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,286.33"
FDL32,15.7,Regular,12.32%,Fruits and Vegetables,$110.15,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,230.40"
FDZ07,null,Regular,0.00%,Fruits and Vegetables,$60.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,733.74"
NCW53,null,Low Fat,5.34%,Health and Hygiene,$193.82,OUT019,1985,Small,Tier 1,Grocery Store,$384.83
NCA54,16.5,Low Fat,3.67%,Household,$180.03,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,969.50"
FDX09,9,Low Fat,6.52%,Snack Foods,$176.44,OUT035,2004,Small,Tier 2,Supermarket Type1,"$7,763.23"
FDO51,6.785,Regular,4.19%,Meat,$41.21,OUT013,1987,High,Tier 3,Supermarket Type1,$809.61
FDW49,19.5,Low Fat,8.29%,Canned,$178.60,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$1,253.70"
FDB27,7.575,Low Fat,5.54%,Dairy,$195.28,OUT046,1997,Small,Tier 1,Supermarket Type1,"$5,715.23"
FDF45,18.2,Regular,1.22%,Fruits and Vegetables,$57.79,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,464.76"
FDV02,16.75,Low Fat,6.05%,Dairy,$169.81,OUT013,1987,High,Tier 3,Supermarket Type1,"$3,251.10"
FDY28,7.47,Regular,0.00%,Frozen Foods,$214.32,OUT035,2004,Small,Tier 2,Supermarket Type1,"$4,274.44"
FDX31,null,Regular,1.48%,Fruits and Vegetables,$231.80,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$5,375.00"
FDR43,null,Low Fat,16.07%,Fruits and Vegetables,$38.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$1,318.28"
FDP51,13.85,Regular,8.56%,Meat,$119.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,251.74"
FDL52,6.635,Regular,4.64%,Frozen Foods,$37.45,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,176.47"
FDR44,6.11,Regular,10.29%,Fruits and Vegetables,$130.50,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,523.41"
FDB34,15.25,Low Fat,2.66%,Snack Foods,$86.22,OUT035,2004,Small,Tier 2,Supermarket Type1,$610.54
FDC50,15.85,Low Fat,0.00%,Canned,$96.41,OUT035,2004,Small,Tier 2,Supermarket Type1,"$1,237.72"
FDT57,15.2,Low Fat,3.19%,Snack Foods,$235.12,OUT010,1998,null,Tier 3,Grocery Store,$474.05
FDP22,null,Regular,0.00%,Snack Foods,$52.67,OUT027,1985,Medium,Tier 3,Supermarket Type3,$717.73
DRE49,20.75,LF,2.13%,Soft Drinks,$150.50,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,580.64"
FDM40,10.195,Low Fat,15.99%,Frozen Foods,$143.22,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,552.68"
FDY32,7.605,Low Fat,12.95%,Fruits and Vegetables,$164.02,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,914.90"
FDW07,18,Regular,14.27%,Fruits and Vegetables,$88.55,OUT046,1997,Small,Tier 1,Supermarket Type1,$796.96
FDU02,null,Low Fat,17.95%,Dairy,$228.94,OUT019,1985,Small,Tier 1,Grocery Store,$916.14
NCF18,18.35,Low Fat,8.92%,Household,$191.35,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,259.76"
FDQ56,6.59,Low Fat,10.58%,Fruits and Vegetables,$84.89,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$1,677.82"
FDN58,13.8,reg,5.70%,Snack Foods,$230.10,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,707.17"
FDG35,21.2,Regular,0.70%,Starchy Foods,$173.57,OUT046,1997,Small,Tier 1,Supermarket Type1,"$2,954.15"
FDY34,10.5,Regular,1.10%,Snack Foods,$166.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$2,652.55"
NCE19,8.97,Low Fat,9.32%,Household,$52.80,OUT045,2002,null,Tier 2,Supermarket Type1,"$1,037.32"
NCK31,null,Low Fat,2.69%,Others,$50.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,$717.73
NCJ29,10.6,Low Fat,3.53%,Health and Hygiene,$86.12,OUT045,2002,null,Tier 2,Supermarket Type1,$426.11
FDT59,13.65,Low Fat,1.59%,Breads,$231.17,OUT035,2004,Small,Tier 2,Supermarket Type1,"$6,911.00"
NCX41,19,Low Fat,1.77%,Health and Hygiene,$211.02,OUT046,1997,Small,Tier 1,Supermarket Type1,"$3,811.04"
FDU45,null,Regular,3.53%,Snack Foods,$115.35,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$2,277.04"
FDW24,null,Low Fat,6.57%,Baking Goods,$48.90,OUT019,1985,Small,Tier 1,Grocery Store,$48.60
FDF22,6.865,Low Fat,5.69%,Snack Foods,$212.82,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,770.49"
FDM60,10.8,Regular,4.81%,Baking Goods,$40.21,OUT046,1997,Small,Tier 1,Supermarket Type1,$690.43
FDR02,16.7,Low Fat,2.20%,Dairy,$110.29,OUT013,1987,High,Tier 3,Supermarket Type1,"$1,890.21"
DRP35,null,Low Fat,9.04%,Hard Drinks,$126.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,"$3,195.84"
FDS48,15.15,Low Fat,2.78%,Baking Goods,$150.17,OUT046,1997,Small,Tier 1,Supermarket Type1,"$1,504.71"
NCZ42,10.5,Low Fat,0.00%,Household,$238.32,OUT010,1998,null,Tier 3,Grocery Store,$711.07
FDZ38,17.6,Low Fat,0.80%,Dairy,$174.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$4,311.06"
FDH19,19.35,Low Fat,3.31%,Meat,$175.47,OUT046,1997,Small,Tier 1,Supermarket Type1,$521.32
NCB55,15.7,Low Fat,16.07%,Household,$59.46,OUT046,1997,Small,Tier 1,Supermarket Type1,$829.59
FDC15,18.1,LF,17.90%,Dairy,$155.53,OUT017,2007,null,Tier 2,Supermarket Type1,"$1,571.29"
FDF11,10.195,Regular,1.76%,Starchy Foods,$239.65,OUT035,2004,Small,Tier 2,Supermarket Type1,"$2,403.54"
FDW35,null,low fat,1.94%,Breads,$41.65,OUT019,1985,Small,Tier 1,Grocery Store,$83.89
FDB44,6.655,Low Fat,1.70%,Fruits and Vegetables,$211.06,OUT045,2002,null,Tier 2,Supermarket Type1,$844.23
NCC06,19,Low Fat,2.71%,Household,$127.33,OUT017,2007,null,Tier 2,Supermarket Type1,"$2,940.17"
FDR04,7.075,Low Fat,3.78%,Frozen Foods,$98.01,OUT010,1998,null,Tier 3,Grocery Store,$291.62
FDB17,13.15,Low Fat,3.67%,Frozen Foods,$181.30,OUT045,2002,null,Tier 2,Supermarket Type1,"$3,259.76"
FDW43,20.1,Regular,2.25%,Fruits and Vegetables,$226.80,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$3,415.55"
FDA27,20.35,Regular,0.00%,Dairy,$256.77,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$5,624.68"
NCU41,18.85,Low Fat,5.21%,Health and Hygiene,$190.18,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$6,687.96"
FDY56,16.35,Regular,6.25%,Fruits and Vegetables,$227.11,OUT049,1999,Medium,Tier 1,Supermarket Type1,"$5,642.66"
FDV39,11.3,Low Fat,0.73%,Meat,$196.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$4,943.57"
FDN32,17.5,Low Fat,1.56%,Fruits and Vegetables,$182.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,"$3,135.25"
FDW07,18,Regular,14.30%,Fruits and Vegetables,$87.45,OUT045,2002,null,Tier 2,Supermarket Type1,$796.96
FDZ27,7.935,Low Fat,1.72%,Dairy,$51.54,OUT045,2002,null,Tier 2,Supermarket Type1,$848.90
FDW23,null,Low Fat,14.36%,Baking Goods,$37.32,OUT019,1985,Small,Tier 1,Grocery Store,$38.62
FDU01,20.25,Regular,1.20%,Canned,$184.59,OUT046,1997,Small,Tier 1,Supermarket Type1,"$4,997.49"
FDF10,15.5,Regular,15.72%,Snack Foods,$149.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,$588.57
